# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-T" "12" "-Q" "10" "-s" "2" "-t" "exon" "-g" "gene_id" "-a" "/export/III-data/waters/ql9f/Plasmodium_genome/pber/PlasmoDB-53_PbergheiANKA.gff" "-o" "set6.count.tsv" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam
PBANKA_0214600	PbANKA_02_v3;PbANKA_02_v3	555543;555864	555761;558710	+;+	3066	174	368	147	297	183	497	988	990	1547	695	697	350	95	142	501	66	118	210	377	617	231	305	535	124
PBANKA_0936400	PbANKA_09_v3;PbANKA_09_v3	1314703;1316450	1316246;1316567	+;+	1662	1101	1509	2407	1956	2478	1239	1984	1531	2428	1455	1341	1116	1882	2838	2580	2338	2290	1846	2331	3654	1911	1485	1790	1613
PBANKA_1233900	PbANKA_12_v3	1302200	1302574	+	375	2431	3549	7456	9805	11258	4870	6321	2919	4246	1348	1007	990	12229	10424	8411	11951	10733	7146	6638	7879	6128	1132	1774	1415
PBANKA_0201450	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	66310;66789;66889	66786;66887;66945	-;-;-	633	0	2	1	2	1	0	3	1	0	3	6	2	0	2	0	0	0	0	1	1	0	0	1	1
PBANKA_0413900	PbANKA_04_v3	493878	494798	+	921	208	264	586	999	936	309	291	102	308	196	143	119	855	1170	338	1512	1329	904	203	270	160	188	173	217
PBANKA_1138100	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1440742;1440919;1441131;1441317;1441672;1442089;1442265	1440833;1440992;1441224;1441509;1441875;1442159;1442358	-;-;-;-;-;-;-	822	3514	5174	15699	16365	13959	8580	12716	3654	7961	1177	943	861	18229	27116	42345	13791	24432	26870	23268	26550	16948	1138	1880	1471
PBANKA_1217700	PbANKA_12_v3;PbANKA_12_v3	677155;678268	678065;678658	-;-	1302	7312	13301	12528	10750	11310	18168	16630	17613	14205	9524	6981	6313	10557	11214	11423	8120	9832	8304	13746	16140	14941	6800	10069	7476
PBANKA_1445000	PbANKA_14_v3;PbANKA_14_v3	1730036;1730350	1730194;1730967	-;-	777	21128	17646	47172	40669	40685	18926	33267	21000	32604	15146	12211	12662	43133	48983	39037	35317	34523	26928	41415	55892	36390	18086	22911	22224
PBANKA_0619000	PbANKA_06_v3	787294	789588	+	2295	273	462	708	465	853	514	594	505	626	303	287	222	631	916	744	652	684	652	726	1052	743	382	429	522
PBANKA_1109800	PbANKA_11_v3	390663	392870	+	2208	197	261	216	467	265	254	247	275	296	383	403	259	464	469	183	704	606	375	148	257	126	283	316	186
PBANKA_1220600	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	792857;797590;797953;798823;799058;799277;800105	797485;797821;798680;798967;799185;800005;802570	-;-;-;-;-;-;-	9057	395	468	1947	2304	2669	803	1162	293	822	504	429	286	2921	4193	3787	4358	4670	4077	1324	2208	1163	581	531	601
PBANKA_1440200	PbANKA_14_v3;PbANKA_14_v3	1523271;1524063	1523899;1524309	+;+	876	182	264	384	242	314	257	525	420	591	306	271	209	124	211	291	185	169	180	345	515	232	275	319	253
PBANKA_1411500	PbANKA_14_v3;PbANKA_14_v3	480790;489334	489146;489391	+;+	8415	69	43	245	288	192	63	156	110	241	44	45	46	325	567	635	561	552	379	276	430	229	25	38	32
PBANKA_0836850	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1355077;1355226;1355668;1355767;1355928;1356191	1355091;1355665;1355764;1355925;1356086;1356253	+;+;+;+;+;+	933	3	7	0	2	3	2	1	10	6	6	2	0	0	0	0	0	0	0	2	1	1	0	1	3
PBANKA_1100461	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	37130;37289;38208	37198;38071;38222	-;-;-	867	6	3	9	4	7	2	12	18	12	8	10	9	1	4	12	2	4	0	6	20	10	13	18	9
PBANKA_0710900	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	420101;420294;420498;420790	420125;420379;420587;420864	+;+;+;+	276	398	1547	1212	1809	2041	828	2196	1432	1784	353	303	279	1543	1660	2528	1653	1551	1554	2583	2743	2666	238	420	329
PBANKA_1331000	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1249336;1249588;1249791	1249384;1249700;1249880	+;+;+	252	183	523	454	1092	1290	567	998	770	626	207	180	153	822	653	739	984	853	666	842	842	832	148	194	160
PBANKA_1435000	PbANKA_14_v3	1319004	1319165	+	162	23	20	94	98	123	29	245	65	251	43	50	37	76	79	140	67	40	54	258	336	247	97	86	85
PBANKA_1431300	PbANKA_14_v3	1188308	1188718	+	411	660	1655	1171	793	897	1522	1593	1709	1195	719	537	581	555	590	916	390	472	500	1000	1308	1236	747	1048	806
PBANKA_0311200	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	386377;386580;386793	386451;386699;388283	-;-;-	1686	372	713	778	1000	953	834	824	779	966	490	402	249	727	938	633	1283	1374	972	538	966	488	313	503	349
PBANKA_1465600	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	2484247;2484404;2486214	2484264;2486104;2486321	+;+;+	1827	52	61	83	29	49	67	77	207	99	126	111	74	22	23	70	22	45	32	90	116	104	187	195	144
PBANKA_0927200	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1006398;1006603;1006966	1006401;1006831;1011157	+;+;+	4425	428	424	637	726	506	471	354	235	839	658	686	390	487	717	308	695	643	409	264	340	239	488	520	443
PBANKA_0907200	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	243537;244018;244174;244363;244697;245144;245387	243836;244087;244225;244502;244960;245215;245676	+;+;+;+;+;+;+	1188	882	1232	3253	3233	3977	1489	2991	1683	2416	1821	1447	1073	4661	4618	5302	3045	3613	3378	3674	4901	2888	2004	2752	2235
PBANKA_0310400	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	356238;356476;356939;357837;358102	356327;356803;357724;357922;358188	-;-;-;-;-	1377	145	388	568	650	698	533	517	266	541	184	196	94	520	709	590	855	967	918	324	517	215	90	146	92
PBANKA_0904100	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	151464;151861;151981;152122	151479;151901;152046;152622	+;+;+;+	624	1818	3434	2689	4371	5261	3218	3961	3692	3363	1455	1266	1141	3321	2572	2150	4353	4353	2960	2280	2887	2164	845	1676	974
PBANKA_0310900	PbANKA_03_v3;PbANKA_03_v3	376168;376292	376170;377920	+;+	1632	2583	3608	2573	2582	3308	3791	4812	5557	6499	3173	3167	2192	1827	2038	2031	2771	2684	2222	2941	3299	2980	2337	2888	2273
PBANKA_0722961	PbANKA_07_v3;PbANKA_07_v3	846040;846163	846054;846588	+;+	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_0932800	PbANKA_09_v3	1191516	1198898	-	7383	86	78	139	41	79	151	102	86	215	531	522	296	48	104	110	30	42	32	113	140	108	607	564	558
PBANKA_1035200	PbANKA_10_v3	1429866	1433780	-	3915	5233	3290	8652	5224	4344	7036	7747	5067	13904	8459	7635	4523	5470	7644	6256	6079	6182	5444	6281	6694	4698	8846	8386	7418
PBANKA_0926400	PbANKA_09_v3	974532	976118	+	1587	206	149	182	97	146	175	177	258	270	278	296	175	75	123	89	58	72	25	134	188	83	353	309	315
PBANKA_1217800	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	682463;682714;682898;683093;683266;683559;683759;683999	682550;682780;682955;683179;683327;683640;683823;684041	-;-;-;-;-;-;-;-	552	479	1565	1095	589	1196	1130	1846	1914	1818	551	453	431	405	625	1458	358	318	380	2258	2724	1981	435	637	627
PBANKA_0717700	PbANKA_07_v3	638910	640223	-	1314	1143	1590	2048	4920	4844	1716	2282	3081	2555	1530	1289	1030	4993	5550	4388	6606	6102	4341	1790	2581	1715	922	1030	1144
PBANKA_0603600	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	195416;195734;195940;196122;196281	195516;195811;195993;196186;196345	+;+;+;+;+	363	599	1961	1578	3732	3674	1759	2037	1152	1275	499	367	422	4228	3462	2160	4508	4981	4495	1483	1551	1886	373	829	464
PBANKA_1238100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1464664;1465095;1465256	1464894;1465134;1465377	-;-;-	393	4414	12107	6918	5986	7909	15629	14168	14762	8572	4828	3712	4136	5286	4651	5441	3637	4727	4520	7131	7731	10367	3070	5681	3832
PBANKA_0108600	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	354635;356063;356348	355752;356164;356417	-;-;-	1290	426	540	567	669	551	677	601	434	776	418	443	294	680	992	776	1201	1747	1475	559	1056	373	367	441	333
PBANKA_1411600	PbANKA_14_v3	490078	492027	+	1950	70	146	67	91	150	84	123	171	173	79	99	76	64	66	57	44	42	50	63	99	61	106	141	112
PBANKA_1103700	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	157412;157571;157833;158208;158467;158761	157435;157635;157956;158303;158574;158856	-;-;-;-;-;-	513	404	1543	1174	934	1365	958	1391	962	903	259	218	218	954	1372	1619	1572	1221	1210	1815	1973	1752	202	387	419
PBANKA_API00228	PbANKA_API_v3	24221	24294	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_1327900	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1110248;1118853;1119068;1119275;1119497	1118647;1118948;1119175;1119349;1119646	+;+;+;+;+	8829	483	346	742	395	484	503	590	455	1598	1341	1445	657	352	614	551	483	455	355	632	756	543	1444	1420	1429
PBANKA_1444100	PbANKA_14_v3;PbANKA_14_v3	1695399;1695571	1695485;1697112	+;+	1629	855	1252	1525	1456	1482	1094	3723	2685	5516	2602	3600	1710	1268	1525	2360	1871	2037	1999	1908	2697	1179	1204	1559	823
PBANKA_0605100	PbANKA_06_v3	260317	262446	+	2130	3768	2803	5221	4302	4174	3325	3306	2423	8871	5111	4486	3381	2879	5221	4406	3522	4277	2463	4174	6475	3341	4609	4659	4297
PBANKA_1315200	PbANKA_13_v3	644470	644916	-	447	56	197	124	65	122	97	169	127	150	71	70	59	30	47	80	17	36	35	128	135	120	26	68	50
PBANKA_0825300	PbANKA_08_v3;PbANKA_08_v3	979947;980278	980187;982001	+;+	1965	614	553	2778	3169	2376	1018	1064	353	1215	367	295	240	2684	5464	3780	3707	4623	3734	1026	2214	803	374	397	337
PBANKA_1107400	PbANKA_11_v3	288715	291873	+	3159	881	1018	1522	1695	1420	1489	2172	1638	2770	1459	1587	897	1268	2002	2148	1560	2008	1737	1522	1719	993	1294	1393	978
PBANKA_1407000	PbANKA_14_v3	333720	335090	-	1371	338	572	996	985	991	760	1191	717	1185	479	423	260	933	1214	1481	993	898	721	1099	1666	827	409	436	417
PBANKA_0717600	PbANKA_07_v3	637306	637986	-	681	1601	2388	3903	3286	5002	2462	2569	1819	1940	746	554	488	4425	5112	4180	5997	5562	4069	3496	4925	2694	705	1115	998
PBANKA_1427500	PbANKA_14_v3	1059077	1059343	+	267	442	927	970	1242	1782	924	2213	1586	1660	704	756	521	952	892	1116	1035	832	781	1238	1390	1133	300	652	320
PBANKA_1018700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	787049;787487;788267;788453	787334;788150;788341;788522	+;+;+;+	1095	490	851	845	854	1274	843	1495	1664	1656	1543	1575	921	722	702	605	805	750	687	593	895	722	600	1001	579
PBANKA_1128800	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1091625;1091876;1092060;1092297;1092486;1092717;1092867;1092990;1093216;1093458	1091749;1091954;1092136;1092385;1092546;1092763;1092906;1093050;1093351;1093582	-;-;-;-;-;-;-;-;-;-	840	133128	214976	136771	61246	159268	162193	121450	142994	85219	65206	45160	63636	56160	53659	60690	32485	29356	29842	98654	97367	117341	45413	79172	63538
PBANKA_0919200	PbANKA_09_v3	716921	717697	+	777	176	440	245	210	291	263	616	604	693	205	247	172	82	124	155	81	89	62	329	530	276	151	171	228
PBANKA_1037000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1498692;1498878;1499153	1498766;1498990;1499561	-;-;-	597	48	62	199	184	179	90	130	103	155	57	65	47	131	185	104	176	239	215	105	146	63	68	56	51
PBANKA_1362500	PbANKA_13_v3;PbANKA_13_v3	2388327;2388835	2388528;2389361	+;+	729	1830	4490	2630	3500	5957	4019	3504	1945	1780	776	486	581	4519	3478	3129	6437	6121	4212	3532	3354	4020	628	975	866
PBANKA_1116700	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	629548;632356;632963;633286;633688;633902	632216;632874;633131;633486;633788;633989	+;+;+;+;+;+	3747	190	362	858	702	649	421	637	490	883	335	335	177	466	1068	951	745	773	833	642	849	467	272	367	314
PBANKA_0900900	PbANKA_09_v3;PbANKA_09_v3	9328;9519	9379;17788	+;+	8322	25	29	44	112	64	29	66	14	72	55	55	25	96	159	105	100	119	64	42	94	46	55	77	51
PBANKA_1120800	PbANKA_11_v3	774630	776741	-	2112	255	289	562	446	339	257	417	244	550	454	543	391	270	415	177	338	356	285	234	341	186	326	370	303
PBANKA_1031400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1265605;1265891;1266184;1266567;1266838;1267079;1267300;1267548	1265765;1266026;1266325;1266746;1266953;1267194;1267440;1267677	+;+;+;+;+;+;+;+	1122	142	310	433	406	489	333	586	397	752	300	267	219	212	244	271	319	228	196	400	438	461	211	327	259
PBANKA_1317200	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	722581;722792;723047	722627;722903;726493	-;-;-	3606	38144	32359	30516	4908	14495	46280	35618	57922	51706	65797	60892	42081	5515	8089	16078	3000	3699	5250	36941	40242	29286	77059	75522	75171
PBANKA_0312600	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	436826;437048;437270;437489;437610;437851;438020;438241;438508;438659	436907;437135;437357;437524;437702;437912;438151;438350;438566;438718	-;-;-;-;-;-;-;-;-;-	810	282	563	854	921	1482	454	1179	540	517	288	243	317	842	736	820	754	681	588	947	1130	981	279	517	397
PBANKA_0720000	PbANKA_07_v3	721799	723982	+	2184	560	586	1121	599	793	508	707	938	921	749	685	625	647	1029	784	551	582	469	652	1161	512	712	803	675
PBANKA_0305900	PbANKA_03_v3	199807	200463	+	657	899	2339	835	846	1412	1787	2381	4132	2842	940	927	790	624	819	1417	1107	968	746	2343	2770	2293	669	969	1301
PBANKA_1021500	PbANKA_10_v3	881428	881925	+	498	220	713	904	1486	1541	686	1180	455	685	379	273	210	1319	1126	815	1578	1394	1104	783	967	805	156	322	230
PBANKA_0301500	PbANKA_03_v3;PbANKA_03_v3	48172;48336	48209;49347	-;-	1050	666	530	1134	1299	1029	808	619	261	960	588	586	369	1198	1783	1202	1956	2548	1621	522	816	452	528	645	465
PBANKA_0402600	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	94549;95607;96586;96896;97143	95507;96439;96800;97045;97340	-;-;-;-;-	2355	726	249	1084	1603	1331	483	559	299	628	188	233	194	1594	2590	1026	1305	1588	1131	365	492	207	211	362	188
PBANKA_0719800	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	715757;715950;716252;716443;716668;716861	715802;716044;716335;716548;716714;717811	+;+;+;+;+;+	1329	2087	4419	5906	4129	5498	3080	6067	5714	5957	1584	1633	1543	3887	5402	5256	4702	3869	3492	7841	10226	6609	1584	2298	3219
PBANKA_0819500	PbANKA_08_v3	779878	781779	+	1902	340	352	738	847	780	494	770	576	1190	433	460	275	770	1170	1389	920	865	746	1017	1264	669	540	541	513
PBANKA_0523700	PbANKA_05_v3	874814	875812	-	999	730	849	4324	4449	3667	1423	2386	1192	2344	456	345	371	4903	10109	16744	4655	8768	10324	5050	9806	3030	474	1036	377
PBANKA_0835600	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1313185;1313579;1313982;1314354;1314606	1313308;1313736;1314166;1314513;1315004	+;+;+;+;+	1026	427	776	878	537	702	623	951	1294	848	694	679	679	519	422	675	384	430	460	946	1376	867	908	1008	565
PBANKA_API00430	PbANKA_API_v3	32047	32643	-	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PBANKA_0836941	PbANKA_08_v3;PbANKA_08_v3	1366150;1366386	1366218;1367057	+;+	741	3	10	5	74	31	8	7	5	7	7	5	4	39	22	32	60	60	41	20	22	11	7	6	5
PBANKA_0522100	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	819698;819926;820197;820555;820976;821194	819821;820091;820273;820818;821082;825741	-;-;-;-;-;-	5286	133	191	455	319	348	165	205	180	387	293	325	250	343	764	486	455	578	507	287	463	262	369	386	210
PBANKA_0522300	PbANKA_05_v3	828981	829208	+	228	1953	6157	4606	2659	7270	2676	3152	3365	1423	1408	745	948	1747	2188	921	2051	1766	1502	1587	1976	2136	551	888	1485
PBANKA_1201800	PbANKA_12_v3	96857	102004	-	5148	7060	5570	1119	432	1999	6822	1263	9340	4341	14418	13471	8915	318	394	589	246	277	302	1246	1775	1016	19730	18748	20311
PBANKA_1405000	PbANKA_14_v3	257683	261456	+	3774	419	537	931	172	371	699	610	1429	1120	967	1082	739	339	473	939	154	175	283	1017	1750	920	1389	1282	1021
PBANKA_0610500	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	477471;477778;478096	477614;477948;478383	-;-;-	603	123	568	306	348	386	312	844	847	1000	295	348	207	131	203	487	374	372	328	909	1398	650	215	392	315
PBANKA_1039100	PbANKA_10_v3	1564424	1566778	-	2355	307	442	878	798	873	467	507	487	630	366	283	172	902	1429	624	900	927	520	469	684	466	442	451	454
PBANKA_1109900	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	393655;394216;394442	394106;394321;394621	-;-;-	738	17222	23516	17397	10055	17998	30101	21863	34454	15872	19655	13396	13091	13544	19113	35671	9627	16110	19553	25233	26741	23056	9206	13286	10894
PBANKA_0836200	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1326359;1326520;1326811	1326383;1326728;1328673	+;+;+	2097	160	265	160	360	220	436	1042	811	1397	1186	1292	551	87	115	226	74	84	203	286	490	210	481	723	278
PBANKA_1014600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	644258;644508;644700;644927;645177	644360;644572;644774;645077;645736	-;-;-;-;-	954	369	719	1022	1292	1999	746	1206	676	757	380	359	322	1606	1398	982	2373	2304	1823	911	1045	848	374	626	409
PBANKA_1146600	PbANKA_11_v3;PbANKA_11_v3	1741855;1742098	1741923;1742772	+;+	744	45	138	75	234	167	74	325	254	431	183	196	101	71	90	60	83	49	53	65	103	25	28	50	19
PBANKA_1322400	PbANKA_13_v3	923994	925052	-	1059	161	368	555	470	348	420	857	956	1248	426	505	222	288	593	881	296	319	258	865	1381	763	518	526	416
PBANKA_1036600	PbANKA_10_v3	1486657	1487706	+	1050	802	1676	1337	986	1490	1148	1646	1861	2166	636	677	551	568	795	1067	733	514	423	1372	1908	1042	525	622	638
PBANKA_1240200	PbANKA_12_v3	1543622	1545037	+	1416	254	564	541	484	668	328	509	491	427	397	392	355	389	436	424	452	335	289	298	535	247	323	412	478
PBANKA_0939700	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1441899;1443180;1443392;1443595;1443840;1443988;1444283;1444845	1443018;1443256;1443454;1443735;1443895;1444086;1444616;1444931	-;-;-;-;-;-;-;-	1977	1530	2280	4932	6262	7248	2765	3592	987	2427	711	674	639	8793	10248	8410	10123	10347	7743	4905	5554	4213	596	794	575
PBANKA_1218700	PbANKA_12_v3	717849	719171	+	1323	302	445	388	231	310	381	235	249	298	230	183	153	221	482	183	335	311	217	218	311	147	169	190	272
PBANKA_1203000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	152779;153262;153478;153951	153135;153362;153714;154086	-;-;-;-	831	28	109	140	230	427	92	215	67	112	54	59	49	191	178	157	188	167	167	102	117	88	23	68	16
PBANKA_0415400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	545320;546128;546587;548897	546126;546584;548894;549710	-;-;-;-	4386	664	814	3806	4622	4025	974	1366	530	1371	373	323	195	5604	7823	4788	7332	8025	5465	3456	4548	2126	357	406	411
PBANKA_1245800	PbANKA_12_v3	1728559	1731777	-	3219	64	195	153	156	94	132	210	208	282	288	269	135	78	109	156	133	127	136	165	328	146	171	223	129
